gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,weight,symbol,entrez,shrunkLFC,class
ENSG00000249158,76.99826837,1.093368759,0.34564323,3.163287071,0.001559984,0.047622093,2.017914586,PCDHA11,56138,0.385524322,Up*
ENSG00000250284,16.95471543,3.514804933,0.911374802,3.856596569,0.000114977,0.008012987,1.446071393,,,2.231280064,Up*
ENSG00000250420,226.3381888,-2.302474029,0.439442714,-5.239531701,1.60985E-07,1.80001E-05,2.187691391,AACSP1,729522,-2.187759136,Down*
ENSG00000250546,21.26772575,-1.647040658,0.474586278,-3.470476782,0.000519535,0.050197915,0.63291661,LOC101928978,101928978,-0.760930279,Down*
ENSG00000250682,22.36147428,-0.986528635,0.280783258,-3.513488094,0.000442264,0.036800528,0.803157611,LINC00491,285708,-0.552998061,Down*
ENSG00000251056,3.905694231,4.498977648,1.030656684,4.365156427,1.27032E-05,0.003114431,0.494065884,ANKRD20A17P,100421363,3.513517368,Up*
ENSG00000251079,139.9783337,-0.616949146,0.188382647,-3.274978647,0.0010567,0.035774285,2.011375801,,,-0.343492111,Down*
ENSG00000251129,16.73470578,-2.26554984,0.473246628,-4.787249834,1.69082E-06,0.000225174,1.446071393,,,-2.105494956,Down*
ENSG00000251138,3.098547708,-2.616332511,0.727991998,-3.59390284,0.000325761,0.041739379,0.494065884,LINC02882,100507377,-1.360454621,Down*
ENSG00000251357,5.713677476,-5.313653737,1.630878925,-3.258153415,0.001121398,0.071678315,0.803157611,,,-0.799799936,Down*
ENSG00000251634,136.6648505,0.95689622,0.314878316,3.038939719,0.002374124,0.061290294,2.154407114,,,0.31098417,Up*
ENSG00000253477,33.50207311,0.953000632,0.315040617,3.025008781,0.002486259,0.062246775,2.187691391,,,0.304511595,Up*
ENSG00000253537,179.3059142,1.348541136,0.375463931,3.591666268,0.00032857,0.014195224,2.017914586,PCDHGA7,56108,0.736533901,Up*
ENSG00000253731,216.8225379,1.188978491,0.369195373,3.220458805,0.001279856,0.038585666,2.187691391,PCDHGA6,56109,0.431848813,Up*
ENSG00000253807,6.885063118,-1.954638902,0.584860002,-3.342062878,0.000831582,0.081238928,0.494065884,,,-0.733709443,Down*
ENSG00000253846,247.6262221,1.003565017,0.203548436,4.930349925,8.20825E-07,7.81256E-05,2.187691391,PCDHGA10,56106,0.873960136,Up*
ENSG00000253953,1589.602596,-0.647714631,0.195254042,-3.317291786,0.000908946,0.091017664,0.453350343,PCDHGB4,8641,-0.367774254,Down*
ENSG00000254122,694.5164389,-0.68537792,0.165259721,-4.147277488,3.36452E-05,0.004857204,0.752252064,PCDHGB7,56099,-0.57018941,Down*
ENSG00000254876,26.55749055,0.984257689,0.344455452,2.857431004,0.004270855,0.094714831,2.017914586,SUGT1P4-STRA6LP,100499484,0.237663064,Up*
ENSG00000254929,79.05484402,-2.645727308,0.464712101,-5.693261058,1.24636E-08,1.72939E-06,2.187691391,,,-2.526098045,Down*
ENSG00000255085,17.43398912,7.10765135,1.028254644,6.912345486,4.76705E-12,3.8243E-09,0.63291661,,,6.40619032,Up*
ENSG00000255389,169.8176534,-0.446553192,0.141230429,-3.161876627,0.00156756,0.046686905,2.078494794,,,-0.245900079,Down*
ENSG00000255408,113.2510111,0.921015917,0.319464569,2.882998636,0.003939091,0.084953859,2.187691391,PCDHA3,56145,0.244960713,Up*
ENSG00000255769,554.6898834,-0.611998741,0.090195153,-6.785273086,1.15867E-11,6.30607E-09,0.890250356,,,-0.584992637,Down*
ENSG00000256092,44.4832654,-0.714016305,0.194490107,-3.671221724,0.000241394,0.010296525,2.187691391,,,-0.502848738,Down*
ENSG00000256229,169.4774835,-0.33220649,0.114433443,-2.903054232,0.003695426,0.084359783,2.078494794,ZNF486,90649,-0.154722568,Down*
ENSG00000256235,65.69399083,0.72638021,0.198051488,3.667633186,0.000244806,0.013893362,1.541475579,SMIM3,85027,0.508124931,Up*
ENSG00000256349,4.111897294,-31.01806254,4.517805754,-6.865736207,6.61492E-12,6.57488E-09,0.469415415,,,-29.85588949,Down*
ENSG00000256566,28.39826067,1.161203427,0.39195153,2.962619965,0.003050329,0.074547049,2.078494794,,,0.289589746,Up*
ENSG00000256843,2.50270242,-6.245375785,1.645585588,-3.795229997,0.000147507,0.015055597,0.842481448,,,-2.207817128,Down*
ENSG00000257379,18.25106635,20.72408238,2.227624158,9.303222137,1.36253E-20,2.10559E-17,0.858088624,,,20.52978266,Up*
ENSG00000257767,82.15198489,0.960820227,0.25177165,3.816236764,0.000135502,0.006815467,2.078494794,,,0.669763399,Up*
ENSG00000258405,80.42012654,2.663311583,0.512384914,5.197872757,2.01582E-07,2.30521E-05,2.078494794,ZNF578,147660,2.510345236,Up*
ENSG00000258545,19.70514384,-4.497952001,0.692912778,-6.491368238,8.50603E-11,3.90238E-08,0.858088624,RHOXF1-AS1,101928969,-4.141074439,Down*
ENSG00000258932,15.70973205,-2.007719679,0.366914009,-5.471907939,4.45216E-08,1.30723E-05,0.858088624,LOC728755,728755,-1.919727465,Down*
ENSG00000259527,14.24713946,-3.174753643,0.650469153,-4.880713604,1.05703E-06,0.000237678,0.842481448,LINC00052,145978,-2.899123407,Down*
ENSG00000259692,38.31443262,-0.827782361,0.237710943,-3.482306504,0.000497114,0.019640356,2.017914586,,,-0.48812442,Down*
ENSG00000259937,2.674648647,-2.636823934,0.869460916,-3.032711289,0.002423674,0.096920573,1.097641776,,,-0.513584612,Down*
ENSG00000260197,70.45039768,-4.46403548,0.64480368,-6.923092432,4.41889E-12,1.57012E-09,1.541475579,,,-4.153571496,Down*
ENSG00000260518,22.27090855,-1.151462505,0.27558207,-4.178292536,2.93706E-05,0.003992489,0.842481448,,,-0.899342529,Down*
ENSG00000260691,68.05270952,1.78274225,0.337142993,5.287792686,1.23801E-07,1.43347E-05,2.154407114,ANKRD20A1,84210,1.681820117,Up*
ENSG00000260869,1.861372508,-9.108092763,2.055879269,-4.430266359,9.41168E-06,0.010756981,0.081044224,,,-5.60821255,Down*
ENSG00000260923,48.43034921,0.913929847,0.329172066,2.776450199,0.005495605,0.098910045,2.43456659,,,0.20759614,Up*
ENSG00000261200,111.791266,-0.683347886,0.169601668,-4.029134232,5.59826E-05,0.003231466,2.078494794,,,-0.55436202,Down*
ENSG00000261227,11.2519064,-2.899172835,0.743667077,-3.898482163,9.67975E-05,0.011041934,0.803157611,,,-2.028621312,Down*
ENSG00000261308,152.7947565,-0.91512618,0.234173102,-3.907904762,9.31E-05,0.004713291,2.154407114,FIGNL2,401720,-0.6727876,Down*
ENSG00000261770,35.19843109,2.560414087,0.521154192,4.912968417,8.97077E-07,8.59917E-05,2.154407114,,,2.390062157,Up*
ENSG00000261824,615.5481195,2.406778391,0.200034395,12.03182277,2.41763E-33,1.45441E-29,0.69801811,LINC00662,148189,2.38672528,Up*
ENSG00000261963,10.01938661,1.431261575,0.423159258,3.382323674,0.000718754,0.051178201,0.842481448,,,0.602387715,Up*
ENSG00000262526,5.701535857,17.75932516,4.548821882,3.904159279,9.45535E-05,0.010434276,0.842481448,,,4.462777121,Up*
ENSG00000262560,1.514526925,24.68029256,4.523920742,5.455509495,4.88326E-08,5.48854E-05,0.188373702,,,23.6761241,Up*
ENSG00000262621,27.21497912,-2.61369925,0.507366064,-5.151505858,2.58403E-07,2.73023E-05,2.187691391,,,-2.462712328,Down*
ENSG00000262700,9.692404347,-1.191774328,0.357293731,-3.335559022,0.000851281,0.057843225,0.842481448,LOC100421173,100421173,-0.50481896,Down*
ENSG00000262877,298.5730119,-1.646819046,0.293055675,-5.619475016,1.91539E-08,6.06957E-06,0.845833024,,,-1.559137999,Down*
ENSG00000263711,63.88001784,4.270151208,0.995426339,4.289771169,1.78857E-05,0.001170368,2.187691391,LINC02864,400655,3.306018899,Up*
ENSG00000263809,5.0805948,21.72637029,4.548023309,4.77710179,1.7784E-06,0.000604128,0.469415415,,,19.3311248,Up*
ENSG00000263874,73.9679745,-0.979952268,0.243961983,-4.016823677,5.89878E-05,0.004304196,1.541475579,LINC00672,100505576,-0.739890774,Down*
ENSG00000264943,4.637535669,-2.758090417,0.74101486,-3.722044678,0.000197616,0.019640356,0.803157611,,,-1.6548124,Down*
ENSG00000265798,5.226211993,-1.811248769,0.549717214,-3.29487366,0.000984659,0.063463214,0.842481448,,,-0.637633486,Down*
ENSG00000266256,15.7997813,1.431343412,0.448789153,3.189344936,0.001425956,0.081464012,0.842481448,LINC00908,284276,0.453670874,Up*
ENSG00000267041,102.6791304,-0.617880485,0.198506657,-3.112643647,0.001854198,0.053714349,2.017914586,ZNF850,342892,-0.292214015,Down*
ENSG00000267254,38.27173007,1.215868206,0.258795617,4.698179282,2.62491E-06,0.00024458,2.017914586,ZNF790-AS1,284408,1.04298829,Up*
ENSG00000267264,9.859902103,2.148244461,0.620736397,3.460799899,0.000538573,0.042230116,0.803157611,,,0.957082182,Up*
ENSG00000267374,25.79385165,-1.202341167,0.368394812,-3.263729908,0.001099559,0.031785448,2.43456659,MIR924HG,647946,-0.461028478,Down*
ENSG00000267413,4.277745363,-2.582376005,0.650955031,-3.967057449,7.27655E-05,0.013655772,0.469415415,,,-1.930710953,Down*
ENSG00000267575,91.44981098,2.927596671,0.441546092,6.630330845,3.34935E-11,6.99455E-09,2.154407114,LOC101927151,101927151,2.815146154,Up*
ENSG00000267645,274.8762181,-0.972997749,0.276468325,-3.519382371,0.000432553,0.016716724,2.187691391,POLR2J2,246721,-0.551529289,Down*
ENSG00000267793,16.38688646,-3.634236911,0.682383687,-5.325796879,1.00511E-07,1.71688E-05,1.446071393,,,-3.326864011,Down*
ENSG00000268654,35.63642672,3.971484876,1.048301064,3.788496464,0.000151562,0.007468269,2.078494794,MIMT1,100073347,2.196063044,Up*
ENSG00000268658,19.8276664,-1.21322332,0.325388576,-3.728536927,0.000192595,0.023517686,0.63291661,LINC00664,400680,-0.760219325,Down*
ENSG00000269001,134.0942035,0.613290473,0.198780445,3.085265613,0.002033704,0.054927083,2.154407114,,,0.282370268,Up*
ENSG00000269274,3.144123204,-2.657981424,0.730111969,-3.640512054,0.000272096,0.019640356,1.097641776,,,-1.462081816,Down*
ENSG00000269699,67.72067793,6.086000885,1.191175111,5.109241143,3.23455E-07,3.67141E-05,2.017914586,ZIM2,23619,5.008925839,Up*
ENSG00000270112,3.299272868,-3.174399612,0.869478774,-3.65092249,0.0002613,0.035785904,0.494065884,,,-1.66995164,Down*
ENSG00000270689,3.858872411,2.521210556,0.782414824,3.222345075,0.001271459,0.078676054,0.803157611,,,0.724066299,Up*
ENSG00000270953,2114.182716,0.688741344,0.196394873,3.506921209,0.000453323,0.057388383,0.453350343,,,0.444024484,Up*
ENSG00000271153,1.102513981,16.87081076,4.541978842,3.714418616,0.000203671,0.060535708,0.188373702,RPL23AP88,100289034,2.503577147,Up*
ENSG00000271254,1545.168075,0.402555983,0.108398868,3.713654851,0.000204287,0.029727564,0.498961552,LOC102724250,102724250,0.309556468,Up*
ENSG00000272054,40.29289938,1.854308027,0.421650672,4.397735259,1.09386E-05,0.000763497,2.187691391,,,1.618044692,Up*
ENSG00000272162,5.161541808,4.351495243,1.307041335,3.32927133,0.000870735,0.071360066,0.63291661,,,1.019292618,Up*
ENSG00000272234,5.482189678,-1.90644441,0.550318756,-3.464254833,0.000531703,0.062246775,0.469415415,,,-0.863028444,Down*
ENSG00000272316,391.7161292,1.421761005,0.362819513,3.918645368,8.9048E-05,0.009510002,0.890250356,,,1.001319007,Up*
ENSG00000272462,28.86945065,0.948007615,0.230456398,4.113609436,3.8952E-05,0.002431709,2.017914586,,,0.740991205,Up*
ENSG00000272541,10.98600617,5.209741062,0.766508472,6.796716873,1.0703E-11,6.33496E-09,0.803157611,,,4.753816095,Up*
ENSG00000272578,194.9126935,0.460104831,0.15509628,2.966575547,0.003011364,0.071360066,2.187691391,,,0.20790504,Up*
ENSG00000272674,206.0780342,0.778404568,0.170718448,4.559580858,5.12558E-06,0.000413392,2.154407114,PCDHB16,57717,0.672975812,Up*
ENSG00000272758,48.62313257,-0.517937489,0.181996393,-2.845866783,0.004429072,0.095191694,2.078494794,WDR5B-DT,102723582,-0.194400697,Down*
ENSG00000272983,112.7093739,2.242163698,0.315685166,7.102531067,1.22492E-12,3.20616E-10,2.187691391,,,2.192056379,Up*
ENSG00000272994,176.985101,-0.386588015,0.084044987,-4.599774795,4.22948E-06,0.00034589,2.154407114,,,-0.3472571,Down*
ENSG00000273045,101.9977659,0.638632031,0.171311795,3.727892928,0.000193087,0.009201617,2.017914586,C2orf15,150590,0.474637523,Up*
ENSG00000273295,81.07641008,-0.844636037,0.173181401,-4.877175208,1.07616E-06,0.000104359,2.078494794,,,-0.741838022,Down*
ENSG00000273367,2.790110102,-2.759219141,0.707193902,-3.901644417,9.55414E-05,0.010978492,0.803157611,,,-1.953820378,Down*
ENSG00000273588,8.269791533,-3.448271385,0.550873686,-6.259640777,3.85865E-10,1.697E-07,0.842481448,,,-3.253349825,Down*
ENSG00000273687,2.783631316,3.388707121,1.076875564,3.146795445,0.001650704,0.09263412,0.803157611,,,0.70456508,Up*
ENSG00000273906,9.723592666,-3.297731914,0.785900552,-4.196118585,2.71528E-05,0.003907256,0.803157611,,,-2.65663545,Down*
ENSG00000274423,1.130232285,-32.32713862,4.519585016,-7.15267851,8.51008E-13,4.19957E-09,0.100109029,,,-31.11504793,Down*
ENSG00000274471,491.9626729,-0.724441456,0.167790797,-4.317527959,1.57786E-05,0.002213272,0.902601561,HERC2P7,100132101,-0.614841317,Down*
ENSG00000274602,1208.605885,0.5022917,0.119970265,4.186801639,2.82913E-05,0.006551215,0.453350343,PI4KAP1,728233,0.433184192,Up*
ENSG00000274605,18.1589905,-1.12919837,0.310630979,-3.635176291,0.000277791,0.03106243,0.63291661,PCCA-DT,105370333,-0.668809048,Down*
ENSG00000275202,18.91188497,1.034552361,0.253138429,4.086903616,4.37169E-05,0.003565141,1.446071393,,,0.792768534,Up*
ENSG00000276256,447.3319593,-0.670137521,0.102900289,-6.51249404,7.39131E-11,3.27491E-08,0.902601561,LOC389831,389831,-0.634256567,Down*
ENSG00000276345,2.878517802,-27.89592289,4.525424177,-6.164266995,7.08104E-10,2.25745E-07,1.097641776,LOC107987373,107987373,-26.84514153,Down*
ENSG00000276550,4015.523474,-0.656707803,0.113870858,-5.767127922,8.06338E-09,2.45951E-06,0.971773344,HERC2P2,400322,-0.612759107,Down*
ENSG00000276591,6.84606975,-1.945423228,0.457355576,-4.253633998,2.10329E-05,0.0038584,0.63291661,,,-1.646576946,Down*
ENSG00000276690,7.7355361,-9.501545032,2.367468958,-4.013376817,5.98562E-05,0.009129286,0.63291661,,,-3.124126772,Down*
ENSG00000276724,37.95529368,0.877092961,0.299328471,2.930202255,0.003387414,0.078444689,2.154407114,,,0.260789996,Up*
ENSG00000276975,41.18838922,1.094704467,0.37836279,2.893266721,0.003812574,0.087665763,2.017914586,,,0.255781413,Up*
ENSG00000277125,2.851594805,20.27967137,4.53821307,4.468646813,7.8716E-06,0.00132301,0.842481448,,,14.89042479,Up*
ENSG00000277196,14.54211373,-2.355799948,0.736812651,-3.197284877,0.001387278,0.082735421,0.803157611,LOC102724788,102724788,-0.660731335,Down*
ENSG00000277986,1.828263502,6.562362037,1.666908503,3.936845978,8.25596E-05,0.03106243,0.188373702,,,2.749749447,Up*
ENSG00000277998,2.651148508,23.33777354,2.024681027,11.52664209,9.68479E-31,4.13758E-27,0.842481448,EIF3EP3,100462836,23.15674236,Up*
ENSG00000278266,4.054086618,3.22315903,0.778074189,4.142482908,3.43566E-05,0.004685931,0.803157611,,,2.551989531,Up*
ENSG00000278318,608.4649374,2.118664658,0.223268466,9.489314337,2.32559E-21,3.65648E-18,0.890250356,ZNF229,7772,2.094921275,Up*
ENSG00000278662,300.193306,-1.036614458,0.172227201,-6.018877681,1.75631E-09,7.8868E-07,0.728656052,GOLGA6L4,643707,-0.949091602,Down*
ENSG00000278774,2.263351739,26.92778622,4.542165336,5.928402915,3.05895E-09,7.03491E-06,0.115320101,,,25.90096415,Up*
ENSG00000278847,5.977586602,-3.892034665,0.736859096,-5.281925254,1.27833E-07,5.48854E-05,0.494065884,,,-3.520508878,Down*
ENSG00000278897,59.87865225,-1.839543839,0.302985476,-6.071392803,1.26806E-09,2.16494E-07,2.078494794,,,-1.776095021,Down*
ENSG00000278915,4.323512129,-2.707204653,0.761430252,-3.555420402,0.000377375,0.031612522,0.842481448,,,-1.323796106,Down*
ENSG00000278931,12.46530031,5.737836658,1.012996673,5.664220636,1.47694E-08,5.01571E-06,0.81527594,,,4.957620157,Up*
ENSG00000278962,119.8538743,-0.811338591,0.265273716,-3.058495974,0.002224511,0.0600832,2.078494794,,,-0.306283069,Down*
ENSG00000279042,4.000447731,3.373865905,0.949186773,3.554480532,0.000378727,0.047336385,0.494065884,,,1.499347204,Up*
ENSG00000279058,12.3622618,-2.759127065,0.563744924,-4.894282761,9.86649E-07,0.000234478,0.803157611,,,-2.559450665,Down*
ENSG00000279208,13.03446333,3.273250154,0.735994213,4.447385723,8.69217E-06,0.001481917,0.803157611,,,2.833453259,Up*
ENSG00000279227,29.6511323,0.759904946,0.240993322,3.153219933,0.001614801,0.046513557,2.154407114,,,0.336981664,Up*
ENSG00000279233,73.56175889,0.492421811,0.170607604,2.886282915,0.003898216,0.087433419,2.078494794,,,0.19836074,Up*
ENSG00000279305,41.01170802,1.541436184,0.545396729,2.826265911,0.004709415,0.099108275,2.078494794,,,0.254601795,Up*
ENSG00000280145,168.7799776,-0.534075016,0.15628332,-3.417351362,0.000632336,0.023517686,2.078494794,,,-0.346365652,Down*
ENSG00000281091,15.96588218,1.460975409,0.339705707,4.300709054,1.70252E-05,0.00247471,0.858088624,,,1.200895972,Up*
ENSG00000281468,27.92309866,2.123851932,0.535044785,3.969484406,7.20283E-05,0.003532755,2.43456659,,,1.598962958,Up*
ENSG00000281880,7.937882416,-2.500789533,0.573030883,-4.364144421,1.27621E-05,0.001936745,0.858088624,PAX6-AS1,440034,-2.193435668,Down*
ENSG00000281938,1.185856704,-8.066696882,2.0842049,-3.870395315,0.000108659,0.03024862,0.259327826,,,-2.322672603,Down*
ENSG00000282143,1.00509514,-23.25571028,4.547617262,-5.113823117,3.15703E-07,0.000326517,0.176526061,,,-21.99592615,Down*
ENSG00000282393,356.7409175,0.402185254,0.128225872,3.136537473,0.001709556,0.079088279,1.063691227,,,0.221097467,Up*
ENSG00000282944,93.82457336,-2.949722399,0.324085986,-9.101666006,8.89566E-20,4.93857E-17,2.078494794,,,-2.888122793,Down*
ENSG00000283352,28.73331388,2.563321329,0.599192305,4.277961024,1.88613E-05,0.00132301,2.017914586,LINC00680-GUSBP4,106660613,2.197698256,Up*
ENSG00000284194,5.135568697,-12.26941501,3.628421226,-3.381474819,0.000720978,0.051214646,0.842481448,SCO2,9997,-0.743634465,Down*
ENSG00000284604,8.975825395,-4.044401152,1.113302021,-3.632797818,0.000280365,0.026097264,0.81527594,,,-1.784221379,Down*
ENSG00000284800,40.90725722,-1.000769112,0.230356916,-4.344428323,1.39639E-05,0.001007794,2.017914586,,,-0.817287322,Down*
ENSG00000284989,1.686417748,28.98395805,4.528402402,6.400481998,1.54887E-10,4.45258E-07,0.115320101,,,27.89248265,Up*
ENSG00000285304,6.359997904,32.64870488,4.147151315,7.872561768,3.47452E-15,4.1913E-12,0.63291661,,,31.61186263,Up*
ENSG00000285314,2.763219111,18.12298943,4.500060037,4.027277254,5.64265E-05,0.008774268,0.63291661,,,6.219788474,Up*
ENSG00000285329,9.145674945,-2.973370123,0.568490978,-5.230285502,1.69248E-07,5.6145E-05,0.63291661,,,-2.779589792,Down*
ENSG00000285330,11.46511153,5.745133145,1.751996931,3.279191329,0.00104105,0.068036827,0.803157611,,,0.794177204,Up*
ENSG00000285565,4.881003628,7.74726967,2.400655368,3.227147791,0.001250309,0.090330309,0.63291661,,,0.550342531,Up*
ENSG00000285644,38.91585612,-2.186451242,0.33472651,-6.532052811,6.48743E-11,1.26634E-08,2.187691391,,,-2.128242916,Down*
ENSG00000285658,4.922109293,3.652697609,0.771851368,4.732384705,2.21897E-06,0.000702839,0.494065884,,,3.226058849,Up*
ENSG00000285756,1158.061577,0.611792929,0.172653796,3.543466428,0.000394904,0.055711356,0.409614407,LOC389906,389906,0.417528706,Up*
ENSG00000285763,8.129797137,-1.909523315,0.464817319,-4.108115676,3.989E-05,0.005076338,0.842481448,,,-1.530993891,Down*
ENSG00000285804,78.89427009,-0.556829739,0.189701206,-2.93529889,0.003332265,0.080630892,2.017914586,,,-0.22532233,Down*
ENSG00000285819,11.15226776,-4.924303515,0.731812089,-6.728917965,1.70929E-11,9.2449E-09,0.803157611,,,-4.513063699,Down*